"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Rice","Rice, white, with cheese and/or cream based sauce, NS as to fat","58164500","0","9","0","20.01","13","3.0","0.3","0","0","1.021","5.16","26","0.089","7.0","0.1","0.12","66.33","2.423","1.297","2.97","7.03","110","0.051","0.89","14","104","70","322","0.73","27","0.12","0.075","0.2","0.28","2.5"
"Rice","Rice, white, with cheese and/or cream based sauce, no added fat","58164510","0","9","0","20.4","13","3.1","0.3","0","0","1.041","5.26","27","0.091","7.2","0.1","0.122","67.62","1.656","0.521","2.762","5.22","112","0.052","0.91","14","106","71","328","0.75","28","0.12","0.076","0.2","0.06","0.3"
"Rice","Rice, white, with cheese and/or cream based sauce, fat added","58164520","0","9","0","20.01","13","3.0","0.3","0","0","1.021","5.16","26","0.089","7.0","0.1","0.12","66.33","2.423","1.297","2.97","7.03","110","0.051","0.89","14","104","70","322","0.73","27","0.12","0.075","0.2","0.28","2.5"
"Rice","Rice, white, with gravy, NS as to fat","58164530","0","0","0","20.01","2","2.6","0.3","0","0","1.051","1.98","0","0.026","5.0","0.13","0.114","74.02","1.196","0.972","0.522","2.96","10","0.051","0.81","9","34","36","287","0.34","0","0.0","0.069","0.0","0.28","2.5"
"Rice","Rice, white, with gravy, no added fat","58164540","0","0","0","20.4","2","2.6","0.3","0","0","1.071","2.02","0","0.026","5.1","0.13","0.116","75.47","0.402","0.186","0.265","1.06","10","0.052","0.82","9","35","37","293","0.35","0","0.0","0.07","0.0","0.06","0.2"
"Rice","Rice, white, with gravy, fat added","58164550","0","0","0","20.01","2","2.6","0.3","0","0","1.051","1.98","0","0.026","5.0","0.13","0.114","74.02","1.196","0.972","0.522","2.96","10","0.051","0.81","9","34","36","287","0.34","0","0.0","0.069","0.0","0.28","2.5"
"Rice","Rice, white, with soy-based sauce, NS as to fat","58164560","0","0","0","21.5","0","2.7","0.3","0","0","1.03","2.01","0","0.013","5.2","1.28","0.107","72.86","0.895","0.846","0.354","2.19","9","0.05","0.82","10","33","33","482","0.33","0","0.01","0.064","0.0","0.27","2.3"
"Rice","Rice, white, with soy-based sauce, no added fat","58164570","0","0","0","21.92","0","2.7","0.3","0","0","1.05","2.05","0","0.014","5.3","1.31","0.109","74.28","0.094","0.058","0.093","0.28","9","0.051","0.83","10","34","34","491","0.34","0","0.01","0.066","0.0","0.05","0.0"
"Rice","Rice, white, with soy-based sauce, fat added","58164580","0","0","0","21.5","0","2.7","0.3","0","0","1.03","2.01","0","0.013","5.2","1.28","0.107","72.86","0.895","0.846","0.354","2.19","9","0.05","0.82","10","33","33","482","0.33","0","0.01","0.064","0.0","0.27","2.3"
"Rice","Rice, brown, with cheese and/or cream based sauce, NS as to fat","58164800","0","7","0","19.29","11","7.8","1.1","0","0","1.832","4.87","23","0.118","5.9","0.22","0.136","67.88","2.311","1.338","2.717","6.62","92","0.079","0.49","32","137","100","282","0.85","24","0.1","0.098","0.2","0.34","2.4"
"Rice","Rice, brown, with cheese and/or cream based sauce, no added fat","58164810","0","8","0","19.61","11","8.0","1.2","0","0","1.863","4.95","23","0.12","6.0","0.22","0.138","69.02","1.644","0.666","2.532","5.04","93","0.08","0.5","33","139","102","287","0.87","24","0.1","0.1","0.2","0.15","0.4"
"Rice","Rice, brown, with cheese and/or cream based sauce, fat added","58164820","0","7","0","19.29","11","7.8","1.1","0","0","1.832","4.87","23","0.118","5.9","0.22","0.136","67.88","2.311","1.338","2.717","6.62","92","0.079","0.49","32","137","100","282","0.85","24","0.1","0.098","0.2","0.34","2.4"
"Rice","Rice, brown, with gravy, NS as to fat","58164830","0","0","0","19.28","1","7.5","1.1","0","0","1.861","2.11","0","0.063","4.1","0.25","0.131","74.56","1.246","1.055","0.59","3.08","5","0.079","0.42","28","77","72","252","0.52","0","0.0","0.093","0.0","0.34","2.3"
"Rice","Rice, brown, with gravy, no added fat","58164840","0","0","0","19.61","1","7.6","1.2","0","0","1.892","2.14","0","0.064","4.2","0.26","0.133","75.82","0.558","0.377","0.369","1.44","5","0.08","0.42","28","79","73","256","0.52","0","0.0","0.094","0.0","0.15","0.3"
"Rice","Rice, brown, with gravy, fat added","58164850","0","0","0","19.28","1","7.5","1.1","0","0","1.861","2.11","0","0.063","4.1","0.25","0.131","74.56","1.246","1.055","0.59","3.08","5","0.079","0.42","28","77","72","252","0.52","0","0.0","0.093","0.0","0.34","2.3"
"Rice","Rice, brown, with soy-based sauce, NS as to fat","58164860","0","0","0","20.58","0","7.6","1.1","0","0","1.843","2.14","0","0.052","4.3","1.25","0.125","73.55","0.984","0.946","0.444","2.42","4","0.078","0.43","29","76","69","420","0.51","0","0.01","0.089","0.0","0.33","2.1"
"Rice","Rice, brown, with soy-based sauce, no added fat","58164870","0","0","0","20.92","0","7.7","1.2","0","0","1.874","2.17","0","0.053","4.4","1.27","0.127","74.79","0.292","0.265","0.221","0.77","4","0.079","0.43","29","78","70","428","0.52","0","0.01","0.09","0.0","0.14","0.2"
"Rice","Rice, brown, with soy-based sauce, fat added","58164880","0","0","0","20.58","0","7.6","1.1","0","0","1.843","2.14","0","0.052","4.3","1.25","0.125","73.55","0.984","0.946","0.444","2.42","4","0.078","0.43","29","76","69","420","0.51","0","0.01","0.089","0.0","0.33","2.1"
"Rice","Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat","58165000","192","421","0","18.63","10","7.2","1.1","127","0","0.987","4.7","21","0.095","5.7","0.7","0.11","69.69","1.944","1.054","2.386","5.66","93","0.057","0.88","16","93","89","265","0.68","64","0.09","0.075","0.8","0.3","6.7"
"Rice","Rice, white, with vegetables, cheese and/or cream based sauce, no added fat","58165010","195","427","0","18.92","10","7.3","1.1","129","0","1.002","4.77","22","0.097","5.8","0.71","0.112","70.77","1.324","0.431","2.211","4.2","94","0.058","0.89","16","95","91","269","0.7","65","0.09","0.076","0.8","0.12","5.0"
"Rice","Rice, white, with vegetables, cheese and/or cream based sauce, fat added","58165020","192","421","0","18.63","10","7.2","1.1","127","0","0.987","4.7","21","0.095","5.7","0.7","0.11","69.69","1.944","1.054","2.386","5.66","93","0.057","0.88","16","93","89","265","0.68","64","0.09","0.075","0.8","0.3","6.7"
"Rice","Rice, white, with vegetables and gravy, NS as to fat","58165030","193","415","0","18.63","1","6.9","1.1","127","0","1.011","2.15","0","0.045","4.1","0.73","0.105","75.86","0.96","0.792","0.424","2.4","13","0.057","0.81","11","38","63","237","0.37","43","0.0","0.07","0.6","0.3","6.7"
"Rice","Rice, white, with vegetables and gravy, no added fat","58165040","196","422","0","18.92","1","7.0","1.1","129","0","1.027","2.19","0","0.045","4.1","0.74","0.107","77.04","0.322","0.163","0.217","0.88","13","0.058","0.82","12","38","64","241","0.38","44","0.0","0.071","0.6","0.12","4.9"
"Rice","Rice, white, with vegetables and gravy, fat added","58165050","193","415","0","18.63","1","6.9","1.1","127","0","1.011","2.15","0","0.045","4.1","0.73","0.105","75.86","0.96","0.792","0.424","2.4","13","0.057","0.81","11","38","63","237","0.37","43","0.0","0.07","0.6","0.3","6.7"
"Rice","Rice, white, with vegetables, soy-based sauce, NS as to fat","58165060","193","415","0","19.82","0","7.0","1.1","127","0","0.994","2.18","0","0.035","4.2","1.65","0.1","74.93","0.718","0.691","0.289","1.79","12","0.056","0.82","12","37","60","393","0.36","43","0.01","0.066","0.6","0.29","6.5"
"Rice","Rice, white, with vegetables, soy-based sauce, no added fat","58165070","196","422","0","20.13","0","7.1","1.1","129","0","1.01","2.22","0","0.035","4.3","1.67","0.101","76.1","0.077","0.061","0.081","0.26","12","0.057","0.83","12","38","61","399","0.37","43","0.01","0.067","0.6","0.12","4.8"
"Rice","Rice, white, with vegetables, soy-based sauce, fat added","58165080","193","415","0","19.82","0","7.0","1.1","127","0","0.994","2.18","0","0.035","4.2","1.65","0.1","74.93","0.718","0.691","0.289","1.79","12","0.056","0.82","12","37","60","393","0.36","43","0.01","0.066","0.6","0.29","6.5"
"Rice","Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat","58165400","172","375","0","18.19","9","10.7","1.7","113","0","1.658","4.51","19","0.118","4.9","0.74","0.124","70.6","1.903","1.113","2.241","5.47","80","0.08","0.55","31","122","113","238","0.79","57","0.08","0.094","0.7","0.34","6.1"
"Rice","Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat","58165410","174","380","0","18.44","9","10.9","1.7","114","0","1.681","4.57","19","0.12","5.0","0.74","0.126","71.58","1.351","0.559","2.083","4.17","81","0.081","0.56","31","124","114","241","0.8","58","0.08","0.095","0.7","0.19","4.6"
"Rice","Rice, brown, with vegetables, cheese and/or cream based sauce, fat added","58165420","172","375","0","18.19","9","10.7","1.7","113","0","1.658","4.51","19","0.118","4.9","0.74","0.124","70.6","1.903","1.113","2.241","5.47","80","0.08","0.55","31","122","113","238","0.79","57","0.08","0.094","0.7","0.34","6.1"
"Rice","Rice, brown, with vegetables and gravy, NS as to fat","58165430","172","370","0","18.18","1","10.4","1.7","114","0","1.681","2.24","0","0.073","3.5","0.76","0.12","76.1","1.026","0.88","0.491","2.56","9","0.08","0.49","27","73","89","213","0.51","38","0.0","0.089","0.6","0.35","6.0"
"Rice","Rice, brown, with vegetables and gravy, no added fat","58165440","175","375","0","18.43","1","10.6","1.7","115","0","1.705","2.27","0","0.074","3.5","0.77","0.122","77.15","0.459","0.322","0.308","1.21","9","0.081","0.49","27","74","90","216","0.52","39","0.0","0.091","0.6","0.19","4.5"
"Rice","Rice, brown, with vegetables and gravy, fat added","58165450","172","370","0","18.18","1","10.4","1.7","114","0","1.681","2.24","0","0.073","3.5","0.76","0.12","76.1","1.026","0.88","0.491","2.56","9","0.08","0.49","27","73","89","213","0.51","38","0.0","0.089","0.6","0.35","6.0"
"Rice","Rice, brown, with vegetables, soy-based sauce, NS as to fat","58165460","172","370","0","19.24","0","10.5","1.7","113","0","1.666","2.27","0","0.064","3.6","1.58","0.115","75.27","0.811","0.79","0.371","2.02","8","0.079","0.5","28","72","87","352","0.5","38","0.01","0.086","0.6","0.34","5.9"
"Rice","Rice, brown, with vegetables, soy-based sauce, no added fat","58165470","175","375","0","19.51","0","10.6","1.7","115","0","1.689","2.3","0","0.065","3.7","1.6","0.117","76.31","0.241","0.23","0.186","0.66","8","0.08","0.5","28","73","88","357","0.51","39","0.01","0.087","0.6","0.18","4.4"
"Rice","Rice, brown, with vegetables, soy-based sauce, fat added","58165480","172","370","0","19.24","0","10.5","1.7","113","0","1.666","2.27","0","0.064","3.6","1.58","0.115","75.27","0.811","0.79","0.371","2.02","8","0.079","0.5","28","72","87","352","0.5","38","0.01","0.086","0.6","0.34","5.9"
"Upma","Upma, Indian breakfast dish","58174000","22","118","7","13.81","0","6.2","1.3","82","459","0.767","1.98","0","0.039","3.2","1.61","0.075","80.99","1.036","1.092","0.367","2.64","96","0.056","4.06","10","29","111","98","0.22","11","0.0","0.079","11.0","0.66","5.7"
"Dosa (Indian)","Dosa (Indian), with filling","58174100","1","10","1","30.8","0","17.5","2.2","4","0","1.353","5.46","0","0.041","3.9","1.1","0.199","57.94","1.667","1.756","0.594","4.27","17","0.153","1.87","17","70","137","330","0.73","1","0.0","0.116","1.3","0.56","5.9"
"Vada","Vada, fried dumpling","58175000","4","48","6","33.25","0","50.1","5.8","54","0","1.431","12.75","0","0.114","0.1","1.31","0.451","41.97","3.948","4.033","1.337","9.73","24","0.4","3.57","27","147","373","315","1.7","5","0.0","0.305","9.5","1.54","14.9"
"Tabbouleh","Tabbouleh","58175110","23","389","1","9.65","0","5.9","1.8","387","590","0.698","1.64","0","0.027","0.3","1.34","0.042","77.32","6.905","1.07","1.342","9.66","20","0.062","0.74","22","39","154","495","0.3","33","0.0","0.069","15.8","1.56","100.8"
"Wrap sandwich","Wrap sandwich, filled with vegetables","58200250","340","930","4","13.96","14","10.8","1.7","128","390","1.397","3.2","41","0.132","6.3","3.05","0.137","75.45","1.556","0.712","3.325","6.35","54","0.071","0.99","13","76","189","201","0.31","132","0.03","0.098","16.6","0.33","10.8"
"Jelly sandwich","Jelly sandwich, regular jelly, NFS","58201000","0","1","0","57.5","0","12.9","1.8","35","0","2.87","5.72","0","0.154","14.1","23.69","0.305","33.33","0.431","1.124","0.495","2.16","129","0.079","2.09","19","70","92","298","0.54","0","0.0","0.063","0.4","0.13","0.2"
"Jelly sandwich","Jelly sandwich, regular jelly, on white bread","58201005","0","1","0","57.5","0","12.9","1.8","35","0","2.87","5.72","0","0.154","14.1","23.69","0.305","33.33","0.431","1.124","0.495","2.16","129","0.079","2.09","19","70","92","298","0.54","0","0.0","0.063","0.4","0.13","0.2"
"Jelly sandwich","Jelly sandwich, regular jelly, on wheat bread","58201015","0","2","0","55.23","0","16.9","3.6","47","0","2.944","6.9","0","0.139","16.7","23.61","0.239","34.08","0.392","0.941","0.434","2.39","100","0.119","1.97","36","102","135","290","0.83","0","0.0","0.104","0.4","0.21","3.4"
"Jelly sandwich","Jelly sandwich, regular jelly, on whole wheat bread","58201025","0","2","0","55.23","0","16.9","3.6","47","0","2.944","6.9","0","0.139","16.7","23.61","0.239","34.08","0.392","0.941","0.434","2.39","100","0.119","1.97","36","102","135","290","0.83","0","0.0","0.104","0.4","0.21","3.4"
"Jelly sandwich","Jelly sandwich, reduced sugar jelly, on white bread","58201035","0","2","0","44.56","0","10.4","2.0","34","0","2.888","5.66","0","0.152","14.1","14.97","0.308","46.22","0.436","1.142","0.495","2.19","127","0.09","2.02","18","71","94","286","0.55","0","0.0","0.063","6.0","0.22","0.8"
"Jelly sandwich","Jelly sandwich, reduced sugar jelly, on wheat bread","58201045","0","3","0","42.29","0","14.4","3.8","46","0","2.962","6.84","0","0.136","16.7","14.89","0.242","46.97","0.397","0.96","0.434","2.43","97","0.13","1.89","35","103","137","278","0.84","0","0.0","0.104","6.1","0.29","4.0"
"Jelly sandwich","Jelly sandwich, reduced sugar jelly, on whole wheat bread","58201055","0","3","0","42.29","0","14.4","3.8","46","0","2.962","6.84","0","0.136","16.7","14.89","0.242","46.97","0.397","0.96","0.434","2.43","97","0.13","1.89","35","103","137","278","0.84","0","0.0","0.104","6.1","0.29","4.0"
"Lasagna with cheese and meat sauce","Lasagna with cheese and meat sauce, diet frozen meal","58301050","0","107","0","12.37","17","19.3","1.1","2","7262","1.55","7.6","26","0.124","12.9","2.41","0.083","74.38","1.572","0.265","1.925","4.23","79","0.143","1.34","19","98","236","243","1.25","35","0.32","0.101","3.5","0.8","1.8"
"Vegetable lasagna","Vegetable lasagna, frozen meal","58301110","135","507","0","14.83","10","12.0","1.6","589","472","1.124","5.01","42","0.15","11.8","1.75","0.109","70.97","2.786","1.728","2.417","7.71","84","0.094","0.92","18","95","191","307","0.65","90","0.08","0.088","20.1","0.91","38.3"
"Zucchini lasagna","Zucchini lasagna, diet frozen meal","58301150","222","599","0","13.13","9","9.0","1.6","391","1307","0.802","5.42","29","0.111","9.7","3.23","0.089","76.55","0.713","0.245","1.756","3.31","114","0.082","0.63","21","116","215","311","0.83","88","0.13","0.104","9.3","0.43","4.5"
"Macaroni and cheese","Macaroni and cheese, diet frozen meal","58302000","0","2","0","17.11","11","6.6","0.8","3","0","0.762","6.02","34","0.154","15.8","1.62","0.113","71.64","0.857","0.275","2.138","4.06","111","0.056","0.65","14","102","70","252","0.73","34","0.1","0.031","0.0","0.11","0.3"
"Beef and noodles with meat sauce and cheese","Beef and noodles with meat sauce and cheese, diet frozen meal","58302050","0","98","0","13.16","21","22.0","1.2","2","6934","2.063","9.22","20","0.135","14.8","1.91","0.1","71.25","1.581","0.281","2.136","4.83","78","0.143","1.48","20","121","233","340","1.72","28","0.53","0.13","3.4","0.72","1.5"
"Noodles with vegetables in tomato-based sauce","Noodles with vegetables in tomato-based sauce, diet frozen meal","58302080","0","128","0","10.84","3","11.9","1.7","276","4669","1.683","3.36","8","0.136","9.0","2.68","0.19","83.11","0.353","0.208","0.666","1.56","49","0.198","1.14","18","70","259","133","0.59","19","0.05","0.105","8.6","0.57","2.1"
"Spaghetti and meatballs dinner","Spaghetti and meatballs dinner, NFS, frozen meal","58304010","57","305","0","15.06","9","14.7","1.5","198","1150","1.47","5.58","12","0.095","11.8","2.88","0.137","74.72","1.403","0.545","1.008","3.39","23","0.079","0.93","16","65","179","295","0.93","40","0.28","0.101","6.7","0.42","6.6"
"Spaghetti with meat and mushroom sauce","Spaghetti with meat and mushroom sauce, diet frozen meal","58304050","29","173","0","16.68","10","18.1","1.6","37","2294","2.128","6.13","1","0.121","14.2","2.82","0.134","72.66","0.984","0.5","0.876","2.83","17","0.145","1.25","17","74","238","411","1.11","17","0.29","0.117","5.9","0.5","3.2"
"Spaghetti with meat sauce","Spaghetti with meat sauce, diet frozen meal","58304060","57","305","0","15.06","9","14.7","1.5","198","1150","1.47","5.58","12","0.095","11.8","2.88","0.137","74.72","1.403","0.545","1.008","3.39","23","0.079","0.93","16","65","179","295","0.93","40","0.28","0.101","6.7","0.42","6.6"
"Ravioli","Ravioli, cheese-filled, with tomato sauce, diet frozen meal","58304200","9","131","0","12.39","14","10.2","1.1","13","6354","0.897","7.29","44","0.142","13.3","2.49","0.078","73.54","1.217","0.531","2.577","5.01","150","0.122","0.94","18","131","197","391","0.96","56","0.16","0.067","4.2","0.77","2.0"
"Linguini with vegetables and seafood in white wine sauce","Linguini with vegetables and seafood in white wine sauce, diet frozen meal","58304400","3","124","0","11.71","21","33.9","1.1","207","0","0.769","8.03","46","0.098","16.3","1.22","0.091","74.71","1.008","0.313","2.216","3.95","38","0.053","0.86","18","133","187","318","0.55","57","2.51","0.062","7.3","0.48","17.2"
"Pasta with vegetable and cheese sauce","Pasta with vegetable and cheese sauce, diet frozen meal","58305250","6","94","0","16.32","20","19.8","1.4","381","0","1.254","4.91","16","0.129","15.2","1.05","0.164","74.7","0.692","0.433","1.12","2.82","74","0.069","1.0","19","97","126","227","0.71","24","0.11","0.074","20.6","0.34","27.6"
"Beef enchilada dinner","Beef enchilada dinner, NFS, frozen meal","58306010","5","22","0","16.73","7","12.3","2.2","7","124","1.032","5.04","8","0.058","5.3","0.48","0.104","72.46","1.517","1.056","1.16","4.14","35","0.09","1.27","19","83","142","426","0.84","10","0.15","0.088","1.2","0.32","4.7"
"Beef enchilada","Beef enchilada, chili gravy, rice, refried beans, frozen meal","58306020","5","22","0","16.73","7","12.3","2.2","7","124","1.032","5.04","8","0.058","5.3","0.48","0.104","72.46","1.517","1.056","1.16","4.14","35","0.09","1.27","19","83","142","426","0.84","10","0.15","0.088","1.2","0.32","4.7"
"Cheese enchilada","Cheese enchilada, frozen meal","58306070","5","149","0","19.55","19","15.9","3.0","1","4487","0.961","8.04","51","0.139","7.3","5.06","0.073","60.18","1.921","0.681","4.091","7.61","176","0.115","0.97","33","194","262","695","1.13","63","0.19","0.139","7.0","0.85","2.8"
"Sausage and french toast","Sausage and french toast, frozen meal","58310210","0","3","3","18.7","122","103.0","0.7","106","0","3.056","11.89","47","0.291","21.1","5.81","0.214","56.24","4.398","2.315","3.476","11.21","108","0.061","1.62","18","142","202","433","1.29","47","0.65","0.12","0.2","0.59","0.2"
"Pancakes and sausage","Pancakes and sausage, frozen meal","58310310","0","48","1","27.69","50","45.6","0.6","31","0","2.736","8.86","77","0.236","16.1","9.61","0.227","47.66","6.052","3.282","3.554","13.73","48","0.056","1.49","14","103","171","574","0.95","81","0.44","0.076","0.2","1.0","7.2"
"Soup","Soup, NFS","58400000","0","123","0","3.07","4","5.7","0.5","4","0","0.618","1.2","1","0.035","3.2","0.0","0.04","93.98","0.271","0.171","0.197","0.78","5","0.019","0.34","5","19","24","346","0.15","11","0.06","0.021","0.0","0.02","0.0"
"Noodle soup","Noodle soup, NFS","58400100","0","1","0","9.17","0","0.8","0.4","3","0","0.822","1.55","0","0.039","3.5","0.3","0.068","85.69","0.937","0.334","1.235","2.68","6","0.028","0.62","5","17","28","286","0.1","0","0.04","0.006","0.0","0.37","1.4"
"Rice soup","Rice soup, NFS","58400200","42","129","0","5.8","2","4.9","0.5","3","0","0.461","0.92","0","0.01","2.1","0.12","0.007","91.5","0.371","0.171","0.186","0.78","22","0.053","0.12","6","21","17","326","0.1","13","0.06","0.01","0.0","0.04","0.2"
"Barley soup","Barley soup, home recipe, canned, or ready-to-serve","58401010","58","139","0","7.94","4","9.0","0.9","56","357","0.933","2.81","0","0.085","2.2","1.22","0.027","87.35","0.349","0.232","0.329","0.96","11","0.058","0.45","9","50","121","297","0.5","14","0.15","0.078","0.5","0.12","0.4"
"Barley soup","Barley soup, sweet, with or without nuts, Asian Style","58401200","0","1","0","11.87","0","3.4","0.9","7","0","0.202","1.02","0","0.011","1.7","9.22","0.014","85.28","0.227","1.073","0.158","1.57","13","0.067","0.22","9","19","49","4","0.16","0","0.0","0.025","0.0","0.02","0.3"
"Beef noodle soup","Beef noodle soup, canned or ready-to-serve","58402010","0","61","0","3.63","2","7.1","0.3","2","4317","0.431","1.95","1","0.024","3.0","1.04","0.027","92.04","0.502","0.198","0.462","1.25","8","0.061","0.45","3","19","40","333","0.63","6","0.08","0.015","0.1","0.51","0.8"
"Beef dumpling soup","Beef dumpling soup, home recipe, canned or ready-to-serve","58402020","234","536","0","10.08","6","10.2","0.6","36","1325","1.127","3.97","0","0.063","2.5","0.67","0.024","83.34","0.465","0.047","0.554","1.11","13","0.1","0.97","2","50","140","338","1.1","54","0.26","0.055","2.9","0.28","3.1"
"Beef rice soup","Beef rice soup, home recipe, canned or ready-to-serve","58402030","234","536","0","10.08","6","10.2","0.6","36","1325","1.127","3.97","0","0.063","2.5","0.67","0.024","83.34","0.465","0.047","0.554","1.11","13","0.1","0.97","2","50","140","338","1.1","54","0.26","0.055","2.9","0.28","3.1"
"Beef noodle soup","Beef noodle soup, home recipe","58402100","110","313","0","4.6","20","25.5","0.4","68","0","1.862","7.17","1","0.076","10.0","0.57","0.063","84.81","0.966","0.457","0.699","2.38","14","0.039","0.88","10","60","131","325","1.42","31","0.44","0.081","1.7","0.22","16.6"
"Chicken or turkey noodle soup","Chicken or turkey noodle soup, canned or ready-to-serve","58403010","0","123","0","3.07","4","5.7","0.5","4","0","0.618","1.2","1","0.035","3.2","0.0","0.04","93.98","0.271","0.171","0.197","0.78","5","0.019","0.34","5","19","24","346","0.15","11","0.06","0.021","0.0","0.02","0.0"
"Chicken or turkey noodle soup","Chicken or turkey noodle soup, home recipe","58403040","110","314","0","4.93","23","15.8","0.4","68","0","1.798","5.56","2","0.102","8.0","0.93","0.079","86.27","0.843","0.56","0.432","2.22","12","0.043","0.45","9","56","102","369","0.44","33","0.09","0.062","1.7","0.25","16.4"
"Chicken or turkey noodle soup","Chicken or turkey noodle soup, cream of, home recipe, canned, or ready-to-serve","58403050","0","123","0","5.47","8","13.7","0.4","3","0","0.664","2.86","30","0.104","4.1","2.45","0.065","88.62","0.481","0.202","0.778","1.77","66","0.014","0.33","10","70","103","359","0.35","40","0.28","0.048","0.0","0.04","0.1"
"Chicken or turkey noodle soup","Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve","58403060","142","506","0","3.84","4","5.7","0.8","58","0","1.396","3.29","1","0.022","4.5","0.34","0.032","90.46","0.594","0.325","0.394","1.34","11","0.025","0.33","8","42","285","186","0.18","49","0.15","0.06","0.4","0.1","2.3"
"Noodle and potato soup","Noodle and potato soup, Puerto Rican style","58403100","417","360","1","6.48","1","6.1","0.8","175","111","0.459","0.86","0","0.027","1.3","1.17","0.042","91.66","0.025","0.036","0.034","0.12","12","0.063","0.29","9","21","140","180","0.16","48","0.0","0.079","7.6","0.19","11.0"
"Chicken or turkey rice soup","Chicken or turkey rice soup, canned, or ready-to-serve","58404010","42","129","0","5.8","2","4.9","0.5","3","0","0.46","0.92","0","0.01","2.1","0.12","0.007","91.5","0.371","0.171","0.186","0.78","22","0.053","0.12","6","21","17","325","0.1","13","0.06","0.01","0.0","0.04","0.2"
"Chicken or turkey rice soup","Chicken or turkey rice soup, home recipe","58404030","110","313","0","5.66","19","12.4","0.3","63","0","1.644","5.22","1","0.085","4.9","0.84","0.059","86.09","0.79","0.502","0.382","2.03","12","0.04","0.47","8","50","95","367","0.4","32","0.07","0.061","1.7","0.24","16.3"
"Chicken or turkey rice soup","Chicken or turkey rice soup, reduced sodium, canned, prepared with water or ready-to-serve","58404040","62","147","2","3.61","2","4.9","0.4","5","0","0.531","0.8","0","0.013","0.9","0.4","0.005","94.33","0.199","0.0","0.199","0.6","1","0.032","0.0","3","17","243","165","0.1","15","0.04","0.019","0.5","0.04","0.4"
"Chicken or turkey rice soup","Chicken or turkey rice soup, reduced sodium, canned, prepared with milk","58404050","61","147","2","6.02","6","13.0","0.4","5","0","0.579","2.48","30","0.082","1.8","2.87","0.031","88.92","0.412","0.033","0.785","1.6","64","0.027","0.0","8","68","318","180","0.31","45","0.26","0.046","0.5","0.05","0.4"
"Rice and potato soup","Rice and potato soup, Puerto Rican style","58404100","2","17","0","12.62","1","3.4","0.5","13","49","0.717","1.39","0","0.012","2.2","0.36","0.072","82.95","1.315","0.248","0.441","2.09","10","0.058","0.61","7","23","68","276","0.21","2","0.01","0.062","2.9","0.25","2.1"
"Matzo ball soup","Matzo ball soup","58404500","118","328","1","7.74","36","24.3","0.5","108","0","0.545","2.61","15","0.119","6.0","0.91","0.056","86.58","0.729","0.591","0.44","2.05","14","0.03","0.54","5","32","64","345","0.26","47","0.09","0.037","1.8","0.27","16.7"
"Chicken or turkey soup with dumplings and potatoes","Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve","58404510","266","593","14","4.46","5","6.2","0.8","58","0","1.196","3.09","1","0.02","4.9","0.38","0.018","89.88","0.298","0.172","0.627","1.16","11","0.028","0.35","7","36","117","306","0.17","62","0.08","0.05","0.4","0.12","1.7"
"Chicken or turkey soup with dumplings","Chicken or turkey soup with dumplings, home recipe, canned or ready-to-serve","58404520","266","593","14","4.46","5","6.2","0.8","58","0","1.196","3.09","1","0.02","4.9","0.38","0.018","89.88","0.298","0.172","0.627","1.16","11","0.028","0.35","7","36","117","306","0.17","62","0.08","0.05","0.4","0.12","1.7"
"Instant soup","Instant soup, noodle","58407010","0","1","0","4.17","5","4.1","0.2","3","0","0.327","1.03","1","0.026","2.2","0.13","0.037","93.54","0.152","0.094","0.132","0.44","6","0.028","0.16","3","13","20","215","0.12","1","0.05","0.016","0.0","0.02","0.0"
"Soup","Soup, mostly noodles","58407030","0","1","0","9.17","0","0.8","0.4","3","0","0.74","1.55","0","0.035","3.5","0.3","0.055","85.69","0.937","0.334","1.235","2.68","6","0.028","0.62","5","17","28","286","0.1","0","0.04","0.005","0.0","0.37","1.4"
"Soup","Soup, mostly noodles, reduced sodium","58407035","0","0","0","10.79","0","1.9","0.4","2","0","0.672","1.66","0","0.056","4.7","0.13","0.071","86.54","0.104","0.219","0.0","0.38","6","0.034","0.69","4","18","19","186","0.12","0","0.0","0.009","0.1","0.04","0.1"
